filename,width,height,class,xmin,ymin,xmax,ymax
132_jpg.rf.845947083fd5e01db786886e8fcaee3f.jpg,262,262,10,0,0,262,262
132_jpg.rf.845947083fd5e01db786886e8fcaee3f.jpg,262,262,10,272,0,504,262
132_jpg.rf.845947083fd5e01db786886e8fcaee3f.jpg,262,262,100,0,262,272,504
132_jpg.rf.845947083fd5e01db786886e8fcaee3f.jpg,262,262,50,272,262,504,504
132_jpg.rf.846dfe3b96127e4bd0aefc83309d56a7.jpg,371,364,50,0,0,371,364
132_jpg.rf.846dfe3b96127e4bd0aefc83309d56a7.jpg,371,364,None,371,0,629,364
132_jpg.rf.846dfe3b96127e4bd0aefc83309d56a7.jpg,371,364,500,0,364,212,614
132_jpg.rf.846dfe3b96127e4bd0aefc83309d56a7.jpg,371,364,500,371,374,629,620
122_jpg.rf.846508cee3d562f42e657f70c1b4a914.jpg,236,193,100,0,0,236,193
122_jpg.rf.846508cee3d562f42e657f70c1b4a914.jpg,236,193,20,236,108,386,206
122_jpg.rf.846508cee3d562f42e657f70c1b4a914.jpg,236,193,10,0,206,130,429
122_jpg.rf.846508cee3d562f42e657f70c1b4a914.jpg,236,193,100,236,206,504,504
29_jpg.rf.848666702b968cf24f834b81051bf8e8.jpg,293,216,500,0,0,293,216
29_jpg.rf.848666702b968cf24f834b81051bf8e8.jpg,293,216,500,427,0,556,216
29_jpg.rf.848666702b968cf24f834b81051bf8e8.jpg,293,216,5,134,391,305,556
29_jpg.rf.848666702b968cf24f834b81051bf8e8.jpg,293,216,None,305,216,556,556
150_jpg.rf.8492ff7adf85f29fdf1f113b8d901113.jpg,259,308,500,0,0,259,308
150_jpg.rf.8492ff7adf85f29fdf1f113b8d901113.jpg,259,308,None,271,0,604,308
150_jpg.rf.8492ff7adf85f29fdf1f113b8d901113.jpg,259,308,None,0,308,259,604
150_jpg.rf.8492ff7adf85f29fdf1f113b8d901113.jpg,259,308,200,284,308,604,602
12_jpg.rf.8488a6a3b1433cbac476b569a9daae3f.jpg,184,266,20,0,0,184,266
12_jpg.rf.8488a6a3b1433cbac476b569a9daae3f.jpg,184,266,20,184,0,362,131
12_jpg.rf.8488a6a3b1433cbac476b569a9daae3f.jpg,184,266,20,0,266,165,512
12_jpg.rf.8488a6a3b1433cbac476b569a9daae3f.jpg,184,266,500,202,266,453,512
87_jpg.rf.848b3ae9feced6fdba133942ba31d087.jpg,234,189,500,0,0,234,189
87_jpg.rf.848b3ae9feced6fdba133942ba31d087.jpg,234,189,100,246,61,488,204
87_jpg.rf.848b3ae9feced6fdba133942ba31d087.jpg,234,189,10,401,204,488,488
102_jpg.rf.8498e440b14eef64ee92523a855f6e22.jpg,287,255,200,0,0,287,255
102_jpg.rf.8498e440b14eef64ee92523a855f6e22.jpg,287,255,2000,287,0,624,255
102_jpg.rf.8498e440b14eef64ee92523a855f6e22.jpg,287,255,200,15,314,287,579
102_jpg.rf.8498e440b14eef64ee92523a855f6e22.jpg,287,255,100,287,255,500,624
140_jpg.rf.84aa7773b32c93e950c32fcc93d0ee11.jpg,324,336,200,0,0,324,336
140_jpg.rf.84aa7773b32c93e950c32fcc93d0ee11.jpg,324,336,100,324,0,624,253
140_jpg.rf.84aa7773b32c93e950c32fcc93d0ee11.jpg,324,336,200,324,347,578,624
11_jpg.rf.84bd62fd9e2fdeeff14ba01b9574d091.jpg,549,549,10,0,0,241,274
11_jpg.rf.84bd62fd9e2fdeeff14ba01b9574d091.jpg,549,549,2000,394,137,519,259
11_jpg.rf.84bd62fd9e2fdeeff14ba01b9574d091.jpg,549,549,500,241,391,334,538
126_jpg.rf.84b13718a8c40482fba6a8a4ed4a1335.jpg,512,512,10,0,0,163,112
126_jpg.rf.84b13718a8c40482fba6a8a4ed4a1335.jpg,512,512,20,0,132,163,512
126_jpg.rf.84b13718a8c40482fba6a8a4ed4a1335.jpg,512,512,50,163,112,512,512
159_jpg.rf.84c2b26649299bf3358249a077edf644.jpg,297,289,500,0,0,297,289
159_jpg.rf.84c2b26649299bf3358249a077edf644.jpg,297,289,2000,332,0,604,289
159_jpg.rf.84c2b26649299bf3358249a077edf644.jpg,297,289,500,0,289,332,385
159_jpg.rf.84c2b26649299bf3358249a077edf644.jpg,297,289,None,332,289,604,604
157_jpg.rf.84dd0c9cbd2c3f008a84cb3645e4d54b.jpg,310,380,200,0,0,310,380
157_jpg.rf.84dd0c9cbd2c3f008a84cb3645e4d54b.jpg,310,380,None,412,7,581,383
157_jpg.rf.84dd0c9cbd2c3f008a84cb3645e4d54b.jpg,310,380,5,194,383,384,581
4_jpg.rf.84c4971531ea95062d2d782f6eecc7a4.jpg,581,581,100,0,0,238,336
3_jpg.rf.84c20900307512b6fff824e9cc678c3e.jpg,303,247,100,0,0,303,247
3_jpg.rf.84c20900307512b6fff824e9cc678c3e.jpg,303,247,20,303,18,633,284
3_jpg.rf.84c20900307512b6fff824e9cc678c3e.jpg,303,247,2000,0,284,303,633
3_jpg.rf.84c20900307512b6fff824e9cc678c3e.jpg,303,247,20,366,493,633,633
75_jpg.rf.851100faa4dd546dc409d9963c823e2f.jpg,637,637,None,0,0,191,356
75_jpg.rf.851100faa4dd546dc409d9963c823e2f.jpg,637,637,500,191,0,637,356
75_jpg.rf.851100faa4dd546dc409d9963c823e2f.jpg,637,637,None,0,356,191,637
75_jpg.rf.851100faa4dd546dc409d9963c823e2f.jpg,637,637,None,191,356,637,637
31_jpg.rf.84daf9736dec7d3b07fa47e2c6b663db.jpg,374,368,200,0,0,374,368
31_jpg.rf.84daf9736dec7d3b07fa47e2c6b663db.jpg,374,368,20,374,0,624,193
31_jpg.rf.84daf9736dec7d3b07fa47e2c6b663db.jpg,374,368,20,374,141,624,368
31_jpg.rf.84daf9736dec7d3b07fa47e2c6b663db.jpg,374,368,50,0,368,220,624
31_jpg.rf.84daf9736dec7d3b07fa47e2c6b663db.jpg,374,368,None,374,368,624,624
93_jpg.rf.84eedeab8344987ec1522ae1b71b4108.jpg,307,195,500,0,0,307,195
93_jpg.rf.84eedeab8344987ec1522ae1b71b4108.jpg,307,195,500,307,0,488,195
93_jpg.rf.84eedeab8344987ec1522ae1b71b4108.jpg,307,195,2000,0,364,307,488
93_jpg.rf.84eedeab8344987ec1522ae1b71b4108.jpg,307,195,500,314,195,488,488
46_jpg.rf.84d55b1d149db24d89dae0b90e0c0e29.jpg,276,179,200,0,0,276,179
46_jpg.rf.84d55b1d149db24d89dae0b90e0c0e29.jpg,276,179,2000,328,0,512,179
46_jpg.rf.84d55b1d149db24d89dae0b90e0c0e29.jpg,276,179,200,15,183,276,512
46_jpg.rf.84d55b1d149db24d89dae0b90e0c0e29.jpg,276,179,2000,424,179,512,512
31_jpg.rf.8513901f83ed1333ec4d759d61b13a20.jpg,333,248,2000,0,0,333,248
31_jpg.rf.8513901f83ed1333ec4d759d61b13a20.jpg,333,248,20,389,0,599,287
31_jpg.rf.8513901f83ed1333ec4d759d61b13a20.jpg,333,248,200,0,287,389,599
31_jpg.rf.8513901f83ed1333ec4d759d61b13a20.jpg,333,248,200,389,287,599,545
74_jpg.rf.853adbf6902320d061123375513a8cf9.jpg,260,260,50,0,0,260,260
74_jpg.rf.853adbf6902320d061123375513a8cf9.jpg,260,260,500,325,0,542,248
74_jpg.rf.853adbf6902320d061123375513a8cf9.jpg,260,260,50,0,260,260,497
74_jpg.rf.853adbf6902320d061123375513a8cf9.jpg,260,260,500,260,260,542,542
135_jpg.rf.858841834fbf4fb4f6098a22c2334728.jpg,234,320,200,0,0,234,320
135_jpg.rf.858841834fbf4fb4f6098a22c2334728.jpg,234,320,2000,281,10,534,320
135_jpg.rf.858841834fbf4fb4f6098a22c2334728.jpg,234,320,200,234,320,534,534
011_jpg.rf.855e72f404ed6b17613a380b28c98223.jpg,520,520,100,0,0,218,364
143_jpg.rf.85695f6c0ab6395d3b5e1765c7cdf6d8.jpg,267,213,2000,0,0,267,213
143_jpg.rf.85695f6c0ab6395d3b5e1765c7cdf6d8.jpg,267,213,200,288,213,369,534
24_jpg.rf.856e05401ccc1e7fb54a9dde02bd58a7.jpg,604,604,None,0,0,320,380
24_jpg.rf.856e05401ccc1e7fb54a9dde02bd58a7.jpg,604,604,None,320,0,604,380
24_jpg.rf.856e05401ccc1e7fb54a9dde02bd58a7.jpg,604,604,500,48,380,196,604
24_jpg.rf.856e05401ccc1e7fb54a9dde02bd58a7.jpg,604,604,500,320,380,604,604
45_jpg.rf.858f934e433fbbbd9e2b9c7052f7cbf8.jpg,288,320,10,0,0,288,320
45_jpg.rf.858f934e433fbbbd9e2b9c7052f7cbf8.jpg,288,320,100,288,0,454,320
45_jpg.rf.858f934e433fbbbd9e2b9c7052f7cbf8.jpg,288,320,10,0,320,288,641
45_jpg.rf.858f934e433fbbbd9e2b9c7052f7cbf8.jpg,288,320,10,288,320,569,525
71_jpg.rf.858fbff022a463472d5fb66a32e59be2.jpg,599,599,None,0,0,413,329
71_jpg.rf.858fbff022a463472d5fb66a32e59be2.jpg,599,599,None,413,0,599,329
71_jpg.rf.858fbff022a463472d5fb66a32e59be2.jpg,599,599,None,0,329,413,599
71_jpg.rf.858fbff022a463472d5fb66a32e59be2.jpg,599,599,None,413,329,599,599
144_jpg.rf.8594b2ee6472acd59fe9cd82339ff890.jpg,249,280,2000,0,0,249,280
144_jpg.rf.8594b2ee6472acd59fe9cd82339ff890.jpg,249,280,200,340,0,637,230
144_jpg.rf.8594b2ee6472acd59fe9cd82339ff890.jpg,249,280,2000,0,322,254,637
144_jpg.rf.8594b2ee6472acd59fe9cd82339ff890.jpg,249,280,100,254,442,506,637
25_jpg.rf.85c2f98aac4f796163657297783f23f7.jpg,512,512,None,0,0,245,209
25_jpg.rf.85c2f98aac4f796163657297783f23f7.jpg,512,512,500,245,0,428,194
137_jpg.rf.85cb216121625e2ea270b06a870072d8.jpg,369,332,100,0,0,369,332
137_jpg.rf.85cb216121625e2ea270b06a870072d8.jpg,369,332,10,397,0,615,332
120_jpg.rf.85abb9842ae082726406b3408ec511f1.jpg,327,246,500,0,0,327,246
120_jpg.rf.85abb9842ae082726406b3408ec511f1.jpg,327,246,50,327,0,575,339
120_jpg.rf.85abb9842ae082726406b3408ec511f1.jpg,327,246,50,0,341,327,575
120_jpg.rf.85abb9842ae082726406b3408ec511f1.jpg,327,246,50,327,339,575,527
10_jpg.rf.85e61441c5be76d960e885353c0aa98d.jpg,620,620,100,0,0,117,179
10_jpg.rf.85e61441c5be76d960e885353c0aa98d.jpg,620,620,100,153,179,562,620
55_jpg.rf.85fdd943babf5068564d407a91fe6d47.jpg,269,285,100,0,0,269,285
55_jpg.rf.85fdd943babf5068564d407a91fe6d47.jpg,269,285,20,269,0,364,234
55_jpg.rf.85fdd943babf5068564d407a91fe6d47.jpg,269,285,20,0,285,126,463
55_jpg.rf.85fdd943babf5068564d407a91fe6d47.jpg,269,285,20,269,285,453,549
169_jpg.rf.85e527522166098ebe882b7f96bc81a2.jpg,527,527,None,0,0,289,142
169_jpg.rf.85e527522166098ebe882b7f96bc81a2.jpg,527,527,2000,0,179,135,280
169_jpg.rf.85e527522166098ebe882b7f96bc81a2.jpg,527,527,2000,289,142,527,388
88_jpg.rf.861b244f5c4c7ba2599b2623c92d438b.jpg,637,637,50,0,0,299,318
88_jpg.rf.861b244f5c4c7ba2599b2623c92d438b.jpg,637,637,500,0,318,240,600
88_jpg.rf.861b244f5c4c7ba2599b2623c92d438b.jpg,637,637,500,299,334,605,637
173_jpg.rf.85e5b70e3f1b027fc1ecb0f47f2baec0.jpg,175,185,500,0,0,175,185
173_jpg.rf.85e5b70e3f1b027fc1ecb0f47f2baec0.jpg,175,185,500,256,0,569,227
173_jpg.rf.85e5b70e3f1b027fc1ecb0f47f2baec0.jpg,175,185,500,54,227,256,417
173_jpg.rf.85e5b70e3f1b027fc1ecb0f47f2baec0.jpg,175,185,None,256,227,569,569
017_jpg.rf.84cc07c613e7f8ba1483a6a289efab11.jpg,504,504,2000,0,0,307,277
17_jpg.rf.85fdd87272a1ad13de43f2f6e9caa1c9.jpg,260,189,500,0,0,260,189
17_jpg.rf.85fdd87272a1ad13de43f2f6e9caa1c9.jpg,260,189,200,0,200,266,593
17_jpg.rf.85fdd87272a1ad13de43f2f6e9caa1c9.jpg,260,189,500,266,189,593,397
162_jpg.rf.8645e663ff0ed8be5dfeab2c41771b26.jpg,220,276,20,0,0,220,276
162_jpg.rf.8645e663ff0ed8be5dfeab2c41771b26.jpg,220,276,100,6,276,220,512
162_jpg.rf.8645e663ff0ed8be5dfeab2c41771b26.jpg,220,276,20,230,276,512,512
02_jpg.rf.8675fad00d7b19ae0886578e9b4ed76b.jpg,615,615,200,0,0,455,246
02_jpg.rf.8675fad00d7b19ae0886578e9b4ed76b.jpg,615,615,500,455,0,615,246
02_jpg.rf.8675fad00d7b19ae0886578e9b4ed76b.jpg,615,615,10,81,246,455,615
02_jpg.rf.8675fad00d7b19ae0886578e9b4ed76b.jpg,615,615,100,455,246,615,474
027_jpg.rf.86339325138d43ae00eae8a05e93a230.jpg,549,549,10,0,0,290,384
027_jpg.rf.86339325138d43ae00eae8a05e93a230.jpg,549,549,10,60,384,290,549
027_jpg.rf.86339325138d43ae00eae8a05e93a230.jpg,549,549,10,290,384,549,549
94_jpg.rf.865b754bff48e61e05c84226544a6ab2.jpg,241,272,50,0,0,241,272
94_jpg.rf.865b754bff48e61e05c84226544a6ab2.jpg,241,272,50,241,0,504,256
45_jpg.rf.861590d7592800d2e850ea471846893f.jpg,276,297,100,0,0,276,297
45_jpg.rf.861590d7592800d2e850ea471846893f.jpg,276,297,20,316,49,456,297
45_jpg.rf.861590d7592800d2e850ea471846893f.jpg,276,297,20,0,297,316,633
45_jpg.rf.861590d7592800d2e850ea471846893f.jpg,276,297,20,316,297,590,633
176_jpg.rf.862b1f3c1e08a4bcf356ce10b4e6e688.jpg,254,171,50,0,0,254,171
176_jpg.rf.862b1f3c1e08a4bcf356ce10b4e6e688.jpg,254,171,5,254,0,637,171
176_jpg.rf.862b1f3c1e08a4bcf356ce10b4e6e688.jpg,254,171,50,0,171,254,495
176_jpg.rf.862b1f3c1e08a4bcf356ce10b4e6e688.jpg,254,171,50,275,180,637,637
116_jpg.rf.86503a274602eeb4e9b609d082368dda.jpg,316,231,100,0,0,316,231
116_jpg.rf.86503a274602eeb4e9b609d082368dda.jpg,316,231,20,319,0,527,231
116_jpg.rf.86503a274602eeb4e9b609d082368dda.jpg,316,231,2000,0,231,316,341
116_jpg.rf.86503a274602eeb4e9b609d082368dda.jpg,316,231,200,316,403,527,527
29_jpg.rf.8678dd3f0277212b7e0b82d70c977c22.jpg,335,284,500,0,0,335,284
29_jpg.rf.8678dd3f0277212b7e0b82d70c977c22.jpg,335,284,500,338,0,593,212
29_jpg.rf.8678dd3f0277212b7e0b82d70c977c22.jpg,335,284,20,5,284,334,590
29_jpg.rf.8678dd3f0277212b7e0b82d70c977c22.jpg,335,284,500,338,447,593,593
017_jpg.rf.86763ba7c49f96afbd21ba56e788bd54.jpg,556,556,10,0,0,239,261
017_jpg.rf.86763ba7c49f96afbd21ba56e788bd54.jpg,556,556,10,239,0,556,229
017_jpg.rf.86763ba7c49f96afbd21ba56e788bd54.jpg,556,556,100,414,278,556,556
144_jpg.rf.86809a3c7a0686f5209d71fc8fb7f841.jpg,193,240,100,0,0,193,240
144_jpg.rf.86809a3c7a0686f5209d71fc8fb7f841.jpg,193,240,100,305,0,587,240
144_jpg.rf.86809a3c7a0686f5209d71fc8fb7f841.jpg,193,240,10,0,240,171,473
144_jpg.rf.86809a3c7a0686f5209d71fc8fb7f841.jpg,193,240,None,305,240,587,587
1671013419201_jpeg.rf.868cc4cc10475217170ecb7469f1b520.jpg,562,562,5,0,0,314,236
121_jpg.rf.861a1e6a2e4c1ad002493e4c473ac816.jpg,195,155,100,0,0,195,155
121_jpg.rf.861a1e6a2e4c1ad002493e4c473ac816.jpg,195,155,10,218,69,534,261
121_jpg.rf.861a1e6a2e4c1ad002493e4c473ac816.jpg,195,155,10,0,340,205,436
121_jpg.rf.861a1e6a2e4c1ad002493e4c473ac816.jpg,195,155,100,218,261,534,520
95_jpg.rf.84b846d5ba1553c0dfdaba30fe7ee67b.jpg,389,205,10,0,0,389,205
95_jpg.rf.84b846d5ba1553c0dfdaba30fe7ee67b.jpg,389,205,10,54,205,392,604
95_jpg.rf.84b846d5ba1553c0dfdaba30fe7ee67b.jpg,389,205,10,399,205,604,604
93_jpg.rf.869c1f039f0fcf1a7b5b575fac930592.jpg,292,243,50,0,0,292,243
93_jpg.rf.869c1f039f0fcf1a7b5b575fac930592.jpg,292,243,500,380,53,521,278
93_jpg.rf.869c1f039f0fcf1a7b5b575fac930592.jpg,292,243,50,0,278,335,503
93_jpg.rf.869c1f039f0fcf1a7b5b575fac930592.jpg,292,243,10,335,278,633,633
103_jpg.rf.865c55b7c837eea50a442290dbe7ab45.jpg,252,258,200,0,0,252,258
103_jpg.rf.865c55b7c837eea50a442290dbe7ab45.jpg,252,258,20,252,0,550,258
103_jpg.rf.865c55b7c837eea50a442290dbe7ab45.jpg,252,258,200,0,258,252,491
103_jpg.rf.865c55b7c837eea50a442290dbe7ab45.jpg,252,258,200,252,355,479,523
89_jpg.rf.86af797b69119c2e299f27b00871daf2.jpg,615,615,50,0,0,399,258
166_jpg.rf.86bf574b24688d5ad015e32c7eed4d2f.jpg,289,289,50,0,0,289,289
166_jpg.rf.86bf574b24688d5ad015e32c7eed4d2f.jpg,289,289,None,289,0,629,289
166_jpg.rf.86bf574b24688d5ad015e32c7eed4d2f.jpg,289,289,2000,123,289,289,554
166_jpg.rf.86bf574b24688d5ad015e32c7eed4d2f.jpg,289,289,2000,289,289,566,629
75_jpg.rf.86d5667d449b9eded79c7d9fb49ccb17.jpg,261,298,20,0,0,261,298
75_jpg.rf.86d5667d449b9eded79c7d9fb49ccb17.jpg,261,298,20,261,0,534,299
75_jpg.rf.86d5667d449b9eded79c7d9fb49ccb17.jpg,261,298,50,0,299,224,534
75_jpg.rf.86d5667d449b9eded79c7d9fb49ccb17.jpg,261,298,2000,261,299,484,534
103_jpg.rf.86a090ead3412678652afe6e164cad49.jpg,299,262,200,0,0,299,262
103_jpg.rf.86a090ead3412678652afe6e164cad49.jpg,299,262,100,299,0,624,272
103_jpg.rf.86a090ead3412678652afe6e164cad49.jpg,299,262,200,35,274,299,624
103_jpg.rf.86a090ead3412678652afe6e164cad49.jpg,299,262,100,299,274,624,624
156_jpg.rf.86d845c74a156ebf0fc84d7779b2919e.jpg,365,341,100,0,0,365,341
156_jpg.rf.86d845c74a156ebf0fc84d7779b2919e.jpg,365,341,100,365,0,451,76
156_jpg.rf.86d845c74a156ebf0fc84d7779b2919e.jpg,365,341,10,0,341,256,519
156_jpg.rf.86d845c74a156ebf0fc84d7779b2919e.jpg,365,341,10,365,371,544,620
146_jpg.rf.86e271ea60a829c34ca6bce2fcfcdb4b.jpg,310,283,200,0,0,310,283
146_jpg.rf.86e271ea60a829c34ca6bce2fcfcdb4b.jpg,310,283,200,0,283,224,534
146_jpg.rf.86e271ea60a829c34ca6bce2fcfcdb4b.jpg,310,283,200,224,283,484,534
020_jpg.rf.86ee289aecd85635b107f82dd57714cf.jpg,587,587,200,0,0,340,375
020_jpg.rf.86ee289aecd85635b107f82dd57714cf.jpg,587,587,10,0,375,340,587
28_jpg.rf.86ed38da843d06418ef9f413be3d42a9.jpg,240,204,50,0,0,240,204
28_jpg.rf.86ed38da843d06418ef9f413be3d42a9.jpg,240,204,50,240,0,404,204
28_jpg.rf.86ed38da843d06418ef9f413be3d42a9.jpg,240,204,5,0,302,227,512
28_jpg.rf.86ed38da843d06418ef9f413be3d42a9.jpg,240,204,50,240,240,512,512
03_jpg.rf.8700627e10694ddf891f54803361f9a0.jpg,556,556,20,0,0,244,244
download-2-_jpeg.rf.86e60d14b2924c838c2320adf8f1fff4.jpg,575,575,5,0,0,281,155
download-2-_jpeg.rf.86e60d14b2924c838c2320adf8f1fff4.jpg,575,575,None,281,0,575,155
download-2-_jpeg.rf.86e60d14b2924c838c2320adf8f1fff4.jpg,575,575,500,0,155,281,350
download-2-_jpeg.rf.86e60d14b2924c838c2320adf8f1fff4.jpg,575,575,None,281,155,575,575
03_jpg.rf.8700db50d64746547e2638b8dfa99fd2.jpg,562,562,20,0,0,297,365
03_jpg.rf.8700db50d64746547e2638b8dfa99fd2.jpg,562,562,20,196,365,297,562
03_jpg.rf.8700db50d64746547e2638b8dfa99fd2.jpg,562,562,20,297,365,562,544
27_jpg.rf.86fb115ae606828300c339075828c681.jpg,110,285,20,0,0,110,285
27_jpg.rf.86fb115ae606828300c339075828c681.jpg,110,285,20,223,0,620,328
27_jpg.rf.86fb115ae606828300c339075828c681.jpg,110,285,20,0,328,169,620
27_jpg.rf.86fb115ae606828300c339075828c681.jpg,110,285,500,223,328,599,471
159_jpg.rf.86ff6bb4fad336327d4ee432506fa8a3.jpg,238,335,20,0,0,238,335
159_jpg.rf.86ff6bb4fad336327d4ee432506fa8a3.jpg,238,335,100,238,0,534,353
159_jpg.rf.86ff6bb4fad336327d4ee432506fa8a3.jpg,238,335,100,0,368,238,542
159_jpg.rf.86ff6bb4fad336327d4ee432506fa8a3.jpg,238,335,50,238,368,542,542
173_jpg.rf.86b3dbf37c435a9a789b31a91e8b7805.jpg,322,223,10,0,0,322,223
173_jpg.rf.86b3dbf37c435a9a789b31a91e8b7805.jpg,322,223,100,322,0,570,223
173_jpg.rf.86b3dbf37c435a9a789b31a91e8b7805.jpg,322,223,100,38,354,322,620
173_jpg.rf.86b3dbf37c435a9a789b31a91e8b7805.jpg,322,223,10,401,223,620,620
82_jpg.rf.87222f435b8925ecaffb94944dff728f.jpg,233,309,50,0,0,233,309
82_jpg.rf.87222f435b8925ecaffb94944dff728f.jpg,233,309,50,233,0,569,318
